owner/repo,lang,label,wilcoxon_pvalue,identical,delta,eff_size,invalid,summary_treatment,summary_control
LawnchairLauncher/Lawnchair,JAVA,Good First Issue,1.393E-01,False,-0.08690638,negligible,False,Min=0;Median=0.000;Mean=0.306;Max=3;std_dev=0.591,Min=0;Median=0.000;Mean=0.545;Max=6;std_dev=1.037
libgdx/libgdx,JAVA,good first issue,2.200E-16,False,-0.447934,medium,False,Min=0;Median=1.000;Mean=0.969;Max=5;std_dev=1.071,Min=0;Median=2.000;Mean=2.145;Max=9;std_dev=1.618
liquibase/liquibase,JAVA,hacktoberfest,7.448E-03,False,0.1737107,small,False,Min=0;Median=1.000;Mean=1.678;Max=9;std_dev=1.688,Min=0;Median=1.000;Mean=1.139;Max=5;std_dev=1.167
mockito/mockito,JAVA,please contribute,5.600E-08,False,0.2643973,small,False,Min=0;Median=1.000;Mean=0.854;Max=5;std_dev=0.978,Min=0;Median=0.000;Mean=0.411;Max=3;std_dev=0.711
MovingBlocks/Terasology,JAVA,Good First Issue,3.800E-08,False,0.4054075,medium,False,Min=0;Median=0.000;Mean=0.669;Max=6;std_dev=0.947,Min=0;Median=0.000;Mean=0.038;Max=1;std_dev=0.194
nextcloud/android,JAVA,good first issue,,,,,True,,
OpenAPITools/openapi-generator,JAVA,Hacktoberfest,,,,,True,,
oracle/graal,JAVA,good first issue,4.949E-13,False,0.4317919,medium,False,Min=0;Median=1.000;Mean=1.034;Max=7;std_dev=1.153,Min=0;Median=0.000;Mean=0.279;Max=5;std_dev=0.718
owncloud/android,JAVA,Junior Job,,,,,True,,
pmd/pmd,JAVA,good first issue,2.044E-15,False,0.358608,medium,False,Min=0;Median=1.000;Mean=0.887;Max=5;std_dev=1.045,Min=0;Median=0.000;Mean=0.256;Max=3;std_dev=0.545
quarkusio/quarkus,JAVA,good first issue,,,,,True,,
querydsl/querydsl,JAVA,good first issue,2.180E-02,False,0.09063467,negligible,False,Min=0;Median=0.000;Mean=0.358;Max=4;std_dev=0.630,Min=0;Median=0.000;Mean=0.239;Max=3;std_dev=0.524
ReactiveX/RxJava,JAVA,PR welcome,1.969E-01,False,0.08957529,negligible,False,Min=0;Median=1.000;Mean=1.081;Max=7;std_dev=1.189,Min=0;Median=1.000;Mean=0.892;Max=5;std_dev=1.054
rstudio/rstudio,JAVA,good first issue,3.972E-07,False,0.1819582,small,False,Min=0;Median=0.000;Mean=0.401;Max=5;std_dev=0.684,Min=0;Median=0.000;Mean=0.162;Max=2;std_dev=0.422
runelite/runelite,JAVA,Hacktoberfest,2.200E-16,False,0.9808662,large,False,Min=0;Median=5.000;Mean=6.177;Max=21;std_dev=3.685,Min=0;Median=0.000;Mean=0.200;Max=2;std_dev=0.452
Sable/soot,JAVA,good first issue,4.808E-02,False,0.1201205,negligible,False,Min=0;Median=0.000;Mean=0.283;Max=3;std_dev=0.514,Min=0;Median=0.000;Mean=0.140;Max=1;std_dev=0.350
SeleniumHQ/selenium,JAVA,E-easy,2.776E-09,False,0.3631325,medium,False,Min=0;Median=2.000;Mean=2.310;Max=11;std_dev=1.785,Min=0;Median=1.000;Mean=1.254;Max=5;std_dev=1.158
spotbugs/spotbugs,JAVA,good first issue,3.095E-02,False,0.1582764,small,False,Min=0;Median=0.000;Mean=0.582;Max=4;std_dev=0.839,Min=0;Median=0.000;Mean=0.322;Max=2;std_dev=0.600
spring-projects/spring-batch,JAVA,status: ideal-for-contribution,,,,,True,,
spring-projects/spring-boot,JAVA,status: ideal-for-contribution,1.081E-04,False,0.3087872,small,False,Min=0;Median=4.000;Mean=4.322;Max=12;std_dev=2.396,Min=0;Median=3.000;Mean=3.019;Max=11;std_dev=2.325
spring-projects/spring-framework,JAVA,status: ideal-for-contribution,2.200E-16,False,0.7342048,large,False,Min=0;Median=4.000;Mean=4.088;Max=11;std_dev=2.267,Min=0;Median=1.000;Mean=1.254;Max=6;std_dev=1.355
spring-projects/spring-security,JAVA,status: ideal-for-contribution,,,,,True,,
TechEmpower/FrameworkBenchmarks,JAVA,Hacktoberfest,1.328E-06,False,0.2568056,small,False,Min=0;Median=2.000;Mean=1.960;Max=10;std_dev=1.619,Min=0;Median=1.000;Mean=1.471;Max=15;std_dev=2.011
vaadin/framework,JAVA,Good First Issue,,,,,True,,
vector-im/riot-android,JAVA,good first issue,3.181E-03,False,-0.1531469,small,False,Min=0;Median=0.000;Mean=0.256;Max=3;std_dev=0.553,Min=0;Median=0.000;Mean=0.431;Max=3;std_dev=0.634
vespa-engine/vespa,JAVA,need help,2.958E-02,False,0.1062802,negligible,False,Min=0;Median=0.000;Mean=0.319;Max=12;std_dev=1.117,Min=0;Median=0.000;Mean=0.092;Max=2;std_dev=0.334
wordpress-mobile/WordPress-Android,JAVA,Low Hanging Fruit,1.048E-02,False,0.1317116,negligible,False,Min=0;Median=0.000;Mean=0.476;Max=7;std_dev=0.865,Min=0;Median=0.000;Mean=0.231;Max=2;std_dev=0.466
zaproxy/zaproxy,JAVA,good first issue,,,,,True,,
adambard/learnxinyminutes-docs,JAVASCRIPT,quickfix,6.396E-02,False,-0.1110214,negligible,False,Min=0;Median=3.000;Mean=3.292;Max=14;std_dev=2.397,Min=0;Median=3.000;Mean=6.269;Max=88;std_dev=11.939
adobe/brackets,JAVASCRIPT,Starter bug,,,,,True,,
ampproject/amphtml,JAVASCRIPT,good first issue,,,,,True,,
angular/angular.js,JAVASCRIPT,PRs plz!,8.309E-15,False,0.7010951,large,False,Min=0;Median=2.000;Mean=5.418;Max=36;std_dev=7.186,Min=0;Median=0.000;Mean=0.024;Max=1;std_dev=0.154
apostrophecms/apostrophe,JAVASCRIPT,good first issue,4.681E-06,False,0.1763085,small,False,Min=0;Median=0.000;Mean=0.376;Max=4;std_dev=0.651,Min=0;Median=0.000;Mean=0.132;Max=1;std_dev=0.339
appium/appium,JAVASCRIPT,Good First Issue,1.182E-01,False,-0.07956411,negligible,False,Min=0;Median=1.000;Mean=0.915;Max=7;std_dev=1.034,Min=0;Median=1.000;Mean=1.061;Max=5;std_dev=1.065
Automattic/mongoose,JAVASCRIPT,good first issue,8.010E-07,False,0.2250888,small,False,Min=0;Median=2.000;Mean=1.699;Max=7;std_dev=1.394,Min=0;Median=1.000;Mean=1.189;Max=7;std_dev=1.274
Automattic/wp-calypso,JAVASCRIPT,Good First Issue,,,,,True,,
balderdashy/sails,JAVASCRIPT,pr welcome,1.324E-13,False,-0.3654125,medium,False,Min=0;Median=0.000;Mean=0.281;Max=3;std_dev=0.558,Min=0;Median=1.000;Mean=1.176;Max=6;std_dev=1.442
bkimminich/juice-shop,JAVASCRIPT,good first issue,1.186E-09,False,0.3101151,small,False,Min=0;Median=0.000;Mean=0.528;Max=4;std_dev=0.789,Min=0;Median=0.000;Mean=0.077;Max=1;std_dev=0.268
canjs/canjs,JAVASCRIPT,easy,7.701E-01,True,0.01658255,negligible,False,Min=0;Median=0.000;Mean=0.362;Max=4;std_dev=0.685,Min=0;Median=0.000;Mean=0.356;Max=3;std_dev=0.695
carbon-design-system/carbon,JAVASCRIPT,Hacktoberfest,7.317E-10,False,0.4609568,medium,False,Min=0;Median=1.000;Mean=1.500;Max=13;std_dev=1.667,Min=0;Median=0.000;Mean=0.469;Max=4;std_dev=0.808
CartoDB/cartodb,JAVASCRIPT,easy,2.236E-01,False,0.04954856,negligible,False,Min=0;Median=0.000;Mean=0.347;Max=3;std_dev=0.580,Min=0;Median=0.000;Mean=0.308;Max=3;std_dev=0.593
conversejs/converse.js,JAVASCRIPT,good first issue,2.073E-02,False,0.09481684,negligible,False,Min=0;Median=0.000;Mean=0.389;Max=3;std_dev=0.611,Min=0;Median=0.000;Mean=0.294;Max=3;std_dev=0.603
coralproject/talk,JAVASCRIPT,support,2.303E-01,False,-0.08019608,negligible,False,Min=0;Median=0.000;Mean=0.565;Max=5;std_dev=0.849,Min=0;Median=0.000;Mean=0.744;Max=9;std_dev=1.204
EFForg/https-everywhere,JAVASCRIPT,good volunteer task,1.886E-02,False,0.2243074,small,False,Min=0;Median=2.000;Mean=2.338;Max=13;std_dev=1.933,Min=0;Median=1.000;Mean=1.564;Max=4;std_dev=1.273
elastic/kibana,JAVASCRIPT,good first issue,1.348E-05,False,0.418352,medium,False,Min=0;Median=2.000;Mean=2.709;Max=133;std_dev=6.838,Min=0;Median=0.500;Mean=1.132;Max=5;std_dev=1.455
embark-framework/embark,JAVASCRIPT,easy,2.959E-01,False,0.04716479,negligible,False,Min=0;Median=0.000;Mean=0.319;Max=5;std_dev=0.691,Min=0;Median=0.000;Mean=0.249;Max=3;std_dev=0.572
emberjs/data,JAVASCRIPT,Good for New Contributors,3.600E-05,False,-0.2292978,small,False,Min=0;Median=1.000;Mean=1.215;Max=7;std_dev=1.352,Min=0;Median=1.000;Mean=1.927;Max=16;std_dev=2.082
emberjs/ember.js,JAVASCRIPT,Good for New Contributors,2.733E-03,False,0.181054,small,False,Min=0;Median=2.000;Mean=2.303;Max=15;std_dev=1.888,Min=0;Median=1.000;Mean=1.883;Max=9;std_dev=2.039
eslint/eslint,JAVASCRIPT,good first issue,1.187E-10,False,0.697037,large,False,Min=0;Median=3.000;Mean=3.190;Max=9;std_dev=2.086,Min=0;Median=1.000;Mean=0.967;Max=10;std_dev=1.903
expressjs/express,JAVASCRIPT,good first contribution,2.418E-01,False,-0.05265058,negligible,False,Min=0;Median=1.000;Mean=1.033;Max=10;std_dev=1.101,Min=0;Median=1.000;Mean=1.250;Max=7;std_dev=1.346
facebook/react-native,JAVASCRIPT,Good first issue,,,,,True,,
facebook/react,JAVASCRIPT,good first issue (taken),1.615E-01,False,0.08135876,negligible,False,Min=0;Median=6.000;Mean=6.712;Max=36;std_dev=4.090,Min=0;Median=6.000;Mean=6.020;Max=17;std_dev=3.961
firefox-devtools/debugger,JAVASCRIPT,available,1.307E-12,False,-0.4558079,medium,False,Min=0;Median=0.000;Mean=0.847;Max=8;std_dev=1.647,Min=0;Median=2.000;Mean=2.330;Max=10;std_dev=2.377
FormidableLabs/victory,JAVASCRIPT,good first issue,2.438E-01,False,0.07585756,negligible,False,Min=0;Median=0.000;Mean=0.390;Max=3;std_dev=0.647,Min=0;Median=0.000;Mean=0.254;Max=1;std_dev=0.439
gatsbyjs/gatsby,JAVASCRIPT,Hacktoberfest,2.200E-16,False,0.9290569,large,False,Min=0;Median=13.000;Mean=16.096;Max=74;std_dev=12.917,Min=0;Median=0.000;Mean=0.378;Max=2;std_dev=0.576
gorhill/uBlock,JAVASCRIPT,available,,,,,True,,
HabitRPG/habitica,JAVASCRIPT,good first issue,1.602E-07,False,0.4345884,medium,False,Min=0;Median=1.000;Mean=1.636;Max=10;std_dev=1.577,Min=0;Median=0.000;Mean=0.647;Max=5;std_dev=1.128
hapijs/hapi,JAVASCRIPT,support,9.760E-11,False,0.3993323,medium,False,Min=0;Median=0.000;Mean=0.668;Max=4;std_dev=0.872,Min=0;Median=0.000;Mean=0.089;Max=2;std_dev=0.365
highlightjs/highlight.js,JAVASCRIPT,good first issue,1.249E-12,False,0.3335415,medium,False,Min=0;Median=2.000;Mean=1.806;Max=7;std_dev=1.381,Min=0;Median=1.000;Mean=1.097;Max=7;std_dev=1.336
honestbleeps/Reddit-Enhancement-Suite,JAVASCRIPT,hacktoberfest,6.279E-01,True,0.0252243,negligible,False,Min=0;Median=0.000;Mean=0.802;Max=8;std_dev=1.191,Min=0;Median=0.000;Mean=0.657;Max=4;std_dev=0.861
infernojs/inferno,JAVASCRIPT,PR welcome,9.202E-09,False,-0.2989269,small,False,Min=0;Median=0.000;Mean=0.169;Max=1;std_dev=0.376,Min=0;Median=0.000;Mean=0.914;Max=10;std_dev=1.554
jhipster/generator-jhipster,JAVASCRIPT,hacktoberfest,6.418E-01,True,-0.03131724,negligible,False,Min=0;Median=1.000;Mean=1.933;Max=10;std_dev=1.851,Min=0;Median=2.000;Mean=1.863;Max=10;std_dev=1.517
jquery/jquery,JAVASCRIPT,Support,2.807E-11,False,-0.2900804,small,False,Min=0;Median=1.000;Mean=1.027;Max=8;std_dev=1.199,Min=0;Median=2.000;Mean=1.931;Max=18;std_dev=1.928
js-org/js.org,JAVASCRIPT,error,6.172E-16,False,0.7770035,large,False,Min=8;Median=18.000;Mean=17.902;Max=26;std_dev=4.358,Min=0;Median=7.000;Mean=9.010;Max=62;std_dev=6.629
jupyter/notebook,JAVASCRIPT,good first issue,,,,,True,,
jupyterlab/jupyterlab,JAVASCRIPT,good first issue,,,,,True,,
jwplayer/jwplayer,JAVASCRIPT,beginner,3.670E-01,False,-0.04672058,negligible,False,Min=0;Median=0.000;Mean=0.233;Max=4;std_dev=0.517,Min=0;Median=0.000;Mean=0.273;Max=2;std_dev=0.504
Leaflet/Leaflet,JAVASCRIPT,good first issue,6.677E-16,False,0.4651505,medium,False,Min=0;Median=2.000;Mean=2.232;Max=11;std_dev=1.578,Min=0;Median=1.000;Mean=1.049;Max=6;std_dev=1.219
mapbox/mapbox-gl-js,JAVASCRIPT,good first issue,2.200E-16,False,0.6472324,large,False,Min=0;Median=1.000;Mean=1.206;Max=9;std_dev=1.272,Min=0;Median=0.000;Mean=0.039;Max=1;std_dev=0.195
marmelab/react-admin,JAVASCRIPT,good first issue,1.092E-08,False,0.520301,large,False,Min=0;Median=2.000;Mean=2.581;Max=9;std_dev=1.614,Min=0;Median=1.000;Mean=1.128;Max=4;std_dev=1.115
MetaMask/metamask-extension,JAVASCRIPT,good-first-issue,5.386E-14,False,0.5882503,large,False,Min=0;Median=1.000;Mean=1.425;Max=16;std_dev=1.816,Min=0;Median=0.000;Mean=0.133;Max=2;std_dev=0.430
meteor/meteor,JAVASCRIPT,good first issue,1.088E-15,False,-0.4001952,medium,False,Min=0;Median=1.000;Mean=0.970;Max=6;std_dev=1.084,Min=0;Median=2.000;Mean=2.152;Max=13;std_dev=1.954
microsoft/ChakraCore,JAVASCRIPT,good first issue,,,,,True,,
mui-org/material-ui,JAVASCRIPT,support,2.200E-16,False,0.9170149,large,False,Min=0;Median=9.000;Mean=9.857;Max=30;std_dev=4.569,Min=0;Median=2.000;Mean=2.250;Max=7;std_dev=1.945
nasa/openmct,JAVASCRIPT,Community,1.471E-01,False,0.1065078,negligible,False,Min=0;Median=0.000;Mean=0.579;Max=5;std_dev=1.200,Min=0;Median=0.000;Mean=0.287;Max=8;std_dev=0.710
NervJS/taro,JAVASCRIPT,good first issue,,,,,True,,
NodeBB/NodeBB,JAVASCRIPT,good first issue,3.489E-06,False,-0.2431424,small,False,Min=0;Median=0.000;Mean=0.586;Max=4;std_dev=0.803,Min=0;Median=1.000;Mean=1.069;Max=6;std_dev=1.148
nodejs/node,JAVASCRIPT,good first issue,,,,,True,,
npm/cli,JAVASCRIPT,Community,9.899E-01,True,0.001248266,negligible,False,Min=0;Median=2.000;Mean=2.058;Max=8;std_dev=1.644,Min=0;Median=2.000;Mean=1.986;Max=9;std_dev=1.546
nylas/nylas-mail,JAVASCRIPT,hacktoberfest,7.009E-02,False,0.1067912,negligible,False,Min=0;Median=0.000;Mean=0.413;Max=6;std_dev=0.940,Min=0;Median=0.000;Mean=0.439;Max=10;std_dev=1.593
odota/core,JAVASCRIPT,good first issue,,,,,True,,
openstreetmap/iD,JAVASCRIPT,good first issue,,,,,True,,
OrchardCMS/Orchard,JAVASCRIPT,Easy Pick,,,,,True,,
plotly/plotly.js,JAVASCRIPT,hacktoberfest,3.245E-01,False,0.07350035,negligible,False,Min=0;Median=1.000;Mean=0.810;Max=4;std_dev=0.913,Min=0;Median=0.000;Mean=0.687;Max=4;std_dev=0.841
poooi/poi,JAVASCRIPT,good first issue,4.268E-02,False,-0.0845446,negligible,False,Min=0;Median=0.000;Mean=0.146;Max=3;std_dev=0.403,Min=0;Median=0.000;Mean=0.232;Max=2;std_dev=0.460
reactioncommerce/reaction,JAVASCRIPT,good first issue,3.234E-07,False,0.2396009,small,False,Min=0;Median=0.000;Mean=0.612;Max=5;std_dev=0.863,Min=0;Median=0.000;Mean=0.249;Max=3;std_dev=0.567
renovatebot/renovate,JAVASCRIPT,good first issue,1.731E-09,False,0.6543779,large,False,Min=0;Median=2.000;Mean=2.411;Max=20;std_dev=2.366,Min=0;Median=0.000;Mean=0.290;Max=2;std_dev=0.588
RocketChat/Rocket.Chat,JAVASCRIPT,hacktoberfest,8.418E-01,True,0.01403902,negligible,False,Min=0;Median=3.000;Mean=3.355;Max=19;std_dev=2.551,Min=0;Median=3.000;Mean=3.242;Max=13;std_dev=2.321
sandstorm-io/sandstorm,JAVASCRIPT,bite-size,,,,,True,,
sanity-io/sanity,JAVASCRIPT,good first issue,1.439E-06,False,0.285977,small,False,Min=0;Median=0.000;Mean=0.477;Max=8;std_dev=0.917,Min=0;Median=0.000;Mean=0.040;Max=1;std_dev=0.197
SAP/openui5,JAVASCRIPT,contribution welcome,,,,,True,,
Semantic-Org/Semantic-UI,JAVASCRIPT,Need Help,,,,,True,,
sequelize/sequelize,JAVASCRIPT,good first issue,2.200E-16,False,0.5997038,large,False,Min=0;Median=3.000;Mean=3.698;Max=12;std_dev=2.156,Min=0;Median=1.000;Mean=1.560;Max=12;std_dev=1.918
serverless/serverless,JAVASCRIPT,good first issue,,,,,True,,
sitespeedio/sitespeed.io,JAVASCRIPT,good first issue,1.322E-05,False,0.1766638,small,False,Min=0;Median=0.000;Mean=0.394;Max=3;std_dev=0.637,Min=0;Median=0.000;Mean=0.168;Max=2;std_dev=0.413
stdlib-js/stdlib,JAVASCRIPT,good-first-issue,2.098E-01,False,0.05967144,negligible,False,Min=0;Median=0.000;Mean=0.102;Max=2;std_dev=0.351,Min=0;Median=0.000;Mean=0.027;Max=1;std_dev=0.164
strapi/strapi,JAVASCRIPT,good first issue,2.200E-16,False,0.9405245,large,False,Min=0;Median=4.000;Mean=5.086;Max=18;std_dev=3.471,Min=0;Median=0.000;Mean=0.150;Max=2;std_dev=0.381
Studio-42/elFinder,JAVASCRIPT,PR Welcome,7.720E-01,True,0.01152006,negligible,False,Min=0;Median=0.000;Mean=0.414;Max=3;std_dev=0.664,Min=0;Median=0.000;Mean=0.406;Max=3;std_dev=0.678
transloadit/uppy,JAVASCRIPT,Good first issue,1.596E-09,False,0.4083566,medium,False,Min=0;Median=2.000;Mean=1.728;Max=5;std_dev=1.351,Min=0;Median=0.000;Mean=0.890;Max=8;std_dev=1.390
trufflesuite/truffle,JAVASCRIPT,good first issue,1.169E-01,False,0.09340931,negligible,False,Min=0;Median=1.000;Mean=0.837;Max=7;std_dev=0.964,Min=0;Median=0.000;Mean=0.708;Max=5;std_dev=0.898
TryGhost/Ghost,JAVASCRIPT,good first issue,,,,,True,,
vector-im/riot-web,JAVASCRIPT,Hacktoberfest,8.485E-05,False,0.2290855,small,False,Min=0;Median=1.000;Mean=0.863;Max=5;std_dev=0.990,Min=0;Median=0.000;Mean=0.474;Max=3;std_dev=0.726
VulcanJS/Vulcan,JAVASCRIPT,up for grabs,9.532E-01,True,0.003175546,negligible,False,Min=0;Median=0.000;Mean=0.728;Max=7;std_dev=1.110,Min=0;Median=0.000;Mean=0.677;Max=4;std_dev=0.967
WordPress/gutenberg,JAVASCRIPT,Good First Issue,,,,,True,,
Zarel/Pokemon-Showdown,JAVASCRIPT,good first issue,2.667E-05,False,0.2034004,small,False,Min=0;Median=1.000;Mean=1.106;Max=6;std_dev=1.240,Min=0;Median=0.000;Mean=0.664;Max=4;std_dev=0.892
ampache/ampache,PHP,easy,1.049E-01,False,0.07839867,negligible,False,Min=0;Median=0.000;Mean=0.320;Max=3;std_dev=0.559,Min=0;Median=0.000;Mean=0.239;Max=2;std_dev=0.525
ampproject/amp-wp,PHP,Support,,,,,True,,
Automattic/jetpack,PHP,Hacktoberfest,3.191E-01,False,0.1029024,negligible,False,Min=0;Median=1.000;Mean=1.726;Max=29;std_dev=2.099,Min=0;Median=1.000;Mean=1.438;Max=6;std_dev=1.501
bolt/bolt,PHP,low hanging fruit,5.529E-02,False,0.1275355,negligible,False,Min=0;Median=0.000;Mean=0.720;Max=6;std_dev=0.980,Min=0;Median=0.000;Mean=0.549;Max=5;std_dev=0.983
CachetHQ/Cachet,PHP,Support,1.281E-02,False,-0.2104123,small,False,Min=0;Median=0.000;Mean=0.767;Max=6;std_dev=1.082,Min=0;Median=1.000;Mean=1.511;Max=9;std_dev=2.018
cakephp/cakephp,PHP,support,3.971E-04,False,0.1778819,small,False,Min=0;Median=2.000;Mean=1.786;Max=8;std_dev=1.442,Min=0;Median=1.000;Mean=1.408;Max=8;std_dev=1.516
codeigniter4/CodeIgniter4,PHP,hacktoberfest,9.694E-03,False,0.6327044,large,False,Min=2;Median=2.000;Mean=2.200;Max=3;std_dev=0.447,Min=0;Median=1.000;Mean=1.016;Max=7;std_dev=1.289
composer/composer,PHP,Good First Issue,3.329E-13,False,0.7049995,large,False,Min=0;Median=2.000;Mean=2.542;Max=12;std_dev=1.826,Min=0;Median=0.000;Mean=0.541;Max=4;std_dev=0.989
directus/directus,PHP,Good First Issue,2.200E-16,False,0.8781273,large,False,Min=0;Median=4.000;Mean=3.769;Max=14;std_dev=2.541,Min=0;Median=0.000;Mean=0.289;Max=4;std_dev=0.613
doctrine/annotations,PHP,Hacktoberfest,9.334E-02,False,0.07913897,negligible,False,Min=0;Median=0.000;Mean=0.361;Max=2;std_dev=0.603,Min=0;Median=0.000;Mean=0.262;Max=3;std_dev=0.534
doctrine/dbal,PHP,Hacktoberfest,9.740E-02,False,0.07810036,negligible,False,Min=0;Median=1.000;Mean=1.467;Max=8;std_dev=1.379,Min=0;Median=1.000;Mean=1.301;Max=7;std_dev=1.348
doctrine/orm,PHP,Hacktoberfest,,,,,True,,
Dolibarr/dolibarr,PHP,good first issue,2.200E-16,False,0.4713877,medium,False,Min=0;Median=1.000;Mean=1.456;Max=31;std_dev=2.265,Min=0;Median=0.000;Mean=0.284;Max=3;std_dev=0.535
drush-ops/drush,PHP,good first issue,7.250E-01,True,-0.02316503,negligible,False,Min=0;Median=1.000;Mean=0.939;Max=4;std_dev=1.035,Min=0;Median=1.000;Mean=1.028;Max=7;std_dev=1.177
Elgg/Elgg,PHP,easy,5.880E-01,True,0.01929182,negligible,False,Min=0;Median=0.000;Mean=0.253;Max=3;std_dev=0.543,Min=0;Median=0.000;Mean=0.239;Max=3;std_dev=0.563
forkcms/forkcms,PHP,Easy Pick,6.897E-01,True,0.01561574,negligible,False,Min=0;Median=0.000;Mean=0.228;Max=3;std_dev=0.509,Min=0;Median=0.000;Mean=0.221;Max=3;std_dev=0.545
FriendsOfPHP/PHP-CS-Fixer,PHP,easy pick,8.032E-05,False,0.1979686,small,False,Min=0;Median=1.000;Mean=1.096;Max=4;std_dev=1.040,Min=0;Median=1.000;Mean=0.771;Max=8;std_dev=1.038
getgrav/grav,PHP,hacktoberfest,8.535E-01,True,-0.01102941,negligible,False,Min=0;Median=0.000;Mean=0.706;Max=5;std_dev=0.961,Min=0;Median=0.000;Mean=0.792;Max=6;std_dev=1.185
glpi-project/glpi,PHP,good first issue,8.042E-02,False,0.1657748,small,False,Min=0;Median=0.000;Mean=0.522;Max=7;std_dev=0.808,Min=0;Median=0.000;Mean=0.267;Max=2;std_dev=0.521
humhub/humhub,PHP,Support,4.014E-04,False,0.3351206,medium,False,Min=0;Median=0.000;Mean=0.568;Max=4;std_dev=0.816,Min=0;Median=0.000;Mean=0.133;Max=3;std_dev=0.571
invoiceninja/invoiceninja,PHP,Hacktoberfest,1.420E-01,False,0.2435644,small,False,Min=0;Median=1.000;Mean=1.200;Max=4;std_dev=1.317,Min=0;Median=0.000;Mean=0.649;Max=4;std_dev=0.877
joomla/joomla-cms,PHP,good first issue,3.512E-01,False,0.07487868,negligible,False,Min=0;Median=2.000;Mean=2.929;Max=10;std_dev=2.709,Min=0;Median=2.000;Mean=2.316;Max=18;std_dev=1.949
librenms/librenms,PHP,Hacktoberfest,2.200E-16,False,0.6075816,large,False,Min=0;Median=3.000;Mean=3.440;Max=19;std_dev=2.308,Min=0;Median=1.000;Mean=1.277;Max=9;std_dev=1.523
magento/magento2,PHP,up for grabs,2.200E-16,False,0.8211359,large,False,Min=0;Median=5.000;Mean=5.779;Max=35;std_dev=5.042,Min=0;Median=0.000;Mean=0.484;Max=4;std_dev=0.763
mautic/mautic,PHP,hacktoberfest,2.200E-16,False,0.4762351,large,False,Min=0;Median=1.000;Mean=1.380;Max=6;std_dev=1.330,Min=0;Median=0.000;Mean=0.393;Max=4;std_dev=0.790
MISP/MISP,PHP,good first issue,2.200E-16,False,0.4753316,large,False,Min=0;Median=1.000;Mean=0.813;Max=4;std_dev=0.931,Min=0;Median=0.000;Mean=0.076;Max=1;std_dev=0.265
nextcloud/server,PHP,good first issue,,,,,True,,
openemr/openemr,PHP,first-timers-only,2.134E-14,False,0.2626728,small,False,Min=0;Median=0.000;Mean=0.544;Max=4;std_dev=0.867,Min=0;Median=0.000;Mean=0.120;Max=2;std_dev=0.351
opnsense/core,PHP,support,,,,,True,,
owncloud/core,PHP,junior job,,,,,True,,
phalcon/cphalcon,PHP,hacktoberfest,8.380E-04,False,-0.189408,small,False,Min=0;Median=0.000;Mean=0.450;Max=3;std_dev=0.687,Min=0;Median=1.000;Mean=0.826;Max=4;std_dev=1.020
phan/phan,PHP,probably easy,,,,,True,,
phpmyadmin/phpmyadmin,PHP,newbie,1.133E-04,False,0.3521277,medium,False,Min=0;Median=1.000;Mean=1.300;Max=6;std_dev=1.334,Min=0;Median=0.000;Mean=0.550;Max=3;std_dev=0.876
pimcore/pimcore,PHP,PR Welcome,2.200E-16,False,0.5153629,large,False,Min=0;Median=1.000;Mean=1.255;Max=10;std_dev=1.511,Min=0;Median=0.000;Mean=0.171;Max=2;std_dev=0.417
PrestaShop/PrestaShop,PHP,Trivial,1.327E-03,False,0.1762675,small,False,Min=0;Median=3.000;Mean=3.293;Max=21;std_dev=2.448,Min=0;Median=2.000;Mean=2.620;Max=7;std_dev=1.687
rectorphp/rector,PHP,easy pick,,,,,True,,
roundcube/roundcubemail,PHP,trivial,4.644E-03,False,0.1390742,negligible,False,Min=0;Median=1.000;Mean=0.955;Max=4;std_dev=0.958,Min=0;Median=1.000;Mean=0.725;Max=5;std_dev=0.878
salesagility/SuiteCRM,PHP,Good First Issue,1.417E-04,False,0.1980451,small,False,Min=0;Median=1.000;Mean=1.067;Max=7;std_dev=1.287,Min=0;Median=0.000;Mean=0.629;Max=4;std_dev=0.867
sebastianbergmann/phpunit,PHP,good first issue,6.423E-01,True,0.02920499,negligible,False,Min=0;Median=1.000;Mean=1.124;Max=7;std_dev=1.242,Min=0;Median=1.000;Mean=1.057;Max=8;std_dev=1.182
sonata-project/SonataAdminBundle,PHP,Easy Pick,1.482E-01,False,0.08651198,negligible,False,Min=0;Median=1.000;Mean=1.665;Max=7;std_dev=1.453,Min=0;Median=1.000;Mean=1.468;Max=6;std_dev=1.457
splitbrain/dokuwiki,PHP,good first issue,3.102E-07,False,0.2148407,small,False,Min=0;Median=0.000;Mean=0.639;Max=5;std_dev=0.829,Min=0;Median=0.000;Mean=0.308;Max=2;std_dev=0.552
Sylius/Sylius,PHP,Good First Issue,2.200E-16,False,0.6628125,large,False,Min=0;Median=2.000;Mean=1.773;Max=12;std_dev=1.457,Min=0;Median=0.000;Mean=0.291;Max=4;std_dev=0.723
symfony/symfony-docs,PHP,good first issue,2.200E-16,False,0.882603,large,False,Min=0;Median=5.000;Mean=5.315;Max=21;std_dev=2.997,Min=0;Median=0.000;Mean=0.732;Max=7;std_dev=1.341
symfony/symfony,PHP,Good first issue,2.200E-16,False,0.8306197,large,False,Min=1;Median=6.000;Mean=7.039;Max=43;std_dev=4.698,Min=0;Median=0.000;Mean=1.342;Max=11;std_dev=2.369
